County,Jurisdiction,Year,Population
San Diego,Imperial Beach,1984," 23,700 "
San Diego,La Mesa,1984," 52,900 "
San Diego,Lemon Grove,1984," 22,400 "
San Diego,National City,1984," 53,500 "
San Diego,Oceanside,1984," 88,200 "
San Diego,Poway,1984," 35,400 "
San Diego,San Diego,1984," 950,200 "
San Diego,San Marcos,1984," 19,750 "
San Diego,Santee,1984," 45,450 "
San Diego,Solana Beach,1984, -   
San Diego,Unincorporated San Diego,1984," 389,900 "
San Diego,Vista,1984," 42,550 "
San Francisco,San Francisco,1984," 708,700 "
San Joaquin,Escalon,1984," 3,480 "
San Joaquin,Lathrop,1984, -   
San Joaquin,Lodi,1984," 40,050 "
San Joaquin,Manteca,1984," 28,950 "
San Joaquin,Ripon,1984," 4,360 "
San Joaquin,Stockton,1984," 173,300 "
San Joaquin,Tracy,1984," 21,600 "
San Joaquin,Unincorporated San Joaquin,1984," 121,600 "
San Luis Obispo,Arroyo Grande,1984," 12,500 "
San Luis Obispo,Atascadero,1984," 18,100 "
San Luis Obispo,El Paso De Robles,1984," 12,150 "
San Luis Obispo,Grover City,1984," 9,750 "
San Luis Obispo,Morro Bay,1984," 9,400 "
San Luis Obispo,Pismo Beach,1984," 5,675 "
San Luis Obispo,San Luis Obispo,1984," 36,500 "
San Luis Obispo,Unincorporated San Luis Obispo,1984," 69,400 "
San Mateo,Atherton,1984," 7,600 "
San Mateo,Belmont,1984," 24,450 "
San Mateo,Brisbane,1984," 2,980 "
San Mateo,Burlingame,1984," 26,550 "
San Mateo,Colma,1984, 860 
San Mateo,Daly City,1984," 82,900 "
San Mateo,East Palo Alto,1984," 20,400 "
San Mateo,Foster City,1984," 23,800 "
San Mateo,Half Moon Bay,1984," 7,325 "
San Mateo,Hillsborough,1984," 10,600 "
San Mateo,Menlo Park,1984," 26,550 "
San Mateo,Millbrae,1984," 20,200 "
San Mateo,Pacifica,1984," 36,650 "
San Mateo,Portola Valley,1984," 4,020 "
San Mateo,Redwood City,1984," 57,800 "
San Mateo,San Bruno,1984," 35,800 "
San Mateo,San Carlos,1984," 25,300 "
San Mateo,San Mateo,1984," 81,400 "
San Mateo,South San Francisco,1984," 52,100 "
San Mateo,Unincorporated San Mateo,1984," 55,500 "
San Mateo,Woodside,1984," 5,150 "
Santa Barbara,Buellton            ,1984, -   
Santa Barbara,Carpinteria,1984," 11,550 "
Santa Barbara,Goleta,1984, -   
Santa Barbara,Guadalupe,1984," 4,230 "
Santa Barbara,Lompoc,1984," 30,000 "
Santa Barbara,Santa Barbara,1984," 79,400 "
Santa Barbara,Santa Maria,1984," 48,250 "
Santa Barbara,Solvang,1984, -   
Santa Barbara,Unincorporated Santa Barbara,1984," 152,700 "
Santa Clara,Campbell,1984," 33,550 "
Santa Clara,Cupertino,1984," 37,850 "
Santa Clara,Gilroy,1984," 26,050 "
Santa Clara,Los Altos,1984," 27,200 "
Santa Clara,Los Altos Hills,1984," 7,500 "
Santa Clara,Los Gatos,1984," 27,400 "
Santa Clara,Milpitas,1984," 42,150 "
Santa Clara,Monte Sereno,1984," 3,410 "
Santa Clara,Morgan Hill,1984," 18,550 "
Santa Clara,Mountain View,1984," 62,800 "
Santa Clara,Palo Alto,1984," 55,800 "
Santa Clara,San Jose,1984," 696,700 "
Santa Clara,Santa Clara,1984," 89,700 "
Santa Clara,Saratoga,1984," 29,000 "
Santa Clara,Sunnyvale,1984," 111,700 "
Santa Clara,Unincorporated Santa Clara,1984," 109,600 "
Santa Cruz,Capitola,1984," 9,400 "
Santa Cruz,Santa Cruz,1984," 42,900 "
Santa Cruz,Scotts Valley,1984," 7,075 "
Santa Cruz,Unincorporated Santa Cruz,1984," 117,100 "
Santa Cruz,Watsonville,1984," 25,250 "
Shasta,Anderson,1984," 7,400 "
Shasta,Redding,1984," 47,700 "
Shasta,Shasta Lake         ,1984, -   
Shasta,Unincorporated Shasta,1984," 69,400 "
Sierra,Loyalton,1984," 1,030 "
Sierra,Unincorporated Sierra,1984," 2,210 "
Siskiyou,Dorris,1984, 830 
Siskiyou,Dunsmuir,1984," 2,110 "
Siskiyou,Etna,1984, 790 
Siskiyou,Fort Jones,1984, 550 
Siskiyou,Montague,1984," 1,350 "
Siskiyou,Mt. Shasta,1984," 2,780 "
Siskiyou,Tulelake,1984, 910 
Siskiyou,Unincorporated Siskiyou,1984," 22,250 "
Siskiyou,Weed,1984," 2,990 "
Siskiyou,Yreka,1984," 6,600 "
Solano,Benicia,1984," 18,850 "
Solano,Dixon,1984," 8,925 "
Solano,Fairfield,1984," 63,200 "
Solano,Rio Vista,1984," 3,280 "
Solano,Suisun City,1984," 13,950 "
Solano,Unincorporated Solano,1984," 18,050 "
Solano,Vacaville,1984," 48,500 "
Solano,Vallejo,1984," 89,100 "
Sonoma,Cloverdale,1984," 4,250 "
Sonoma,Cotati,1984," 3,970 "
Sonoma,Healdsburg,1984," 7,850 "
Sonoma,Petaluma,1984," 36,400 "
Sonoma,Rohnert Park,1984," 27,450 "
Sonoma,Santa Rosa,1984," 90,800 "
Sonoma,Sebastopol,1984," 6,100 "
Sonoma,Sonoma,1984," 6,725 "
Sonoma,Unincorporated Sonoma,1984," 139,600 "
Sonoma,Windsor             ,1984, -   
Stanislaus,Ceres,1984," 16,550 "
Stanislaus,Hughson,1984," 2,970 "
Stanislaus,Modesto,1984," 124,400 "
Stanislaus,Newman,1984," 3,390 "
Stanislaus,Oakdale,1984," 9,275 "
Stanislaus,Patterson,1984," 4,570 "
Stanislaus,Riverbank,1984," 6,150 "
Stanislaus,Turlock,1984," 31,500 "
Stanislaus,Unincorporated Stanislaus,1984," 89,900 "
Stanislaus,Waterford,1984," 3,160 "
Sutter,Live Oak,1984," 3,800 "
Sutter,Unincorporated Sutter,1984," 32,100 "
Sutter,Yuba,1984," 20,950 "
Tehama,Corning,1984," 5,100 "
Tehama,Red Bluff,1984," 10,650 "
Tehama,Tehama,1984, 380 
Tehama,Unincorporated Tehama,1984," 26,400 "
Trinity,Unincorporated Trinity,1984," 12,500 "
Tulare,Dinuba,1984," 10,750 "
Tulare,Exeter,1984," 6,000 "
Tulare,Farmersville,1984," 6,075 "
Tulare,Lindsay,1984," 7,500 "
Tulare,Porterville,1984," 23,450 "
Tulare,Tulare,1984," 25,800 "
Tulare,Unincorporated Tulare,1984," 128,700 "
Tulare,Visalia,1984," 57,800 "
Tulare,Woodlake,1984," 4,740 "
Tuolumne,Sonora,1984," 3,860 "
Tuolumne,Unincorporated Tuolumne,1984," 33,950 "
Ventura,Camarillo,1984," 43,550 "
Ventura,Fillmore,1984," 10,450 "
Ventura,Moorpark,1984," 11,550 "
Ventura,Ojai,1984," 7,350 "
Ventura,Oxnard,1984," 124,700 "
Ventura,Port Hueneme,1984," 19,650 "
Ventura,San Buenaventura,1984," 83,700 "
Ventura,Santa Paula,1984," 22,550 "
Ventura,Simi Valley,1984," 83,500 "
Ventura,Thousand Oaks,1984," 92,800 "
Ventura,Unincorporated Ventura,1984," 78,900 "
Yolo,Davis,1984," 38,900 "
Yolo,Unincorporated Yolo,1984," 45,000 "
Yolo,West Sacramento,1984, -   
Yolo,Winters,1984," 3,090 "
Yolo,Woodland,1984," 32,600 "
Yuba,Marysville,1984," 10,500 "
Yuba,Unincorporated Yuba,1984," 40,000 "
Yuba,Wheatland,1984," 1,520 "
Alameda,Alameda,1985," 68,000 "
Alameda,Albany,1985," 15,300 "
Alameda,Berkeley,1985," 105,500 "
Alameda,Dublin,1985," 14,150 "
Alameda,Emeryville,1985," 4,190 "
Alameda,Fremont,1985," 146,600 "
Alameda,Hayward,1985," 102,400 "
Alameda,Livermore,1985," 52,200 "
Alameda,Newark,1985," 35,800 "
Alameda,Oakland,1985," 360,900 "
Alameda,Piedmont,1985," 10,550 "
Alameda,Pleasanton,1985," 38,750 "
Alameda,San Leandro,1985," 66,200 "
Alameda,Unincorporated Alameda,1985," 115,400 "
Alameda,Union City,1985," 49,600 "
Alpine,Unincorporated Alpine,1985," 1,100 "
Amador,Amador,1985, 150 
Amador,Ione,1985," 2,530 "
Amador,Jackson,1985," 2,580 "
Amador,Plymouth,1985, 620 
Amador,Sutter Creek,1985," 1,570 "
Amador,Unincorporated Amador,1985," 14,350 "
Butte,Biggs,1985," 1,460 "
Butte,Chico,1985," 31,600 "
Butte,Gridley,1985," 4,380 "
Butte,Oroville,1985," 10,500 "
Butte,Paradise,1985," 23,300 "
Butte,Unincorporated Butte,1985," 88,400 "
Calaveras,Angels,1985," 2,060 "
Calaveras,Unincorporated Calaveras,1985," 22,600 "
Colusa,Colusa,1985," 4,350 "
Colusa,Unincorporated Colusa,1985," 8,050 "
Colusa,Williams,1985," 1,900 "
Contra Costa,Antioch,1985," 47,050 "
Contra Costa,Brentwood,1985," 5,425 "
Contra Costa,Clayton,1985," 4,780 "
Contra Costa,Concord,1985," 105,400 "
Contra Costa,Danville,1985," 27,550 "
Contra Costa,El Cerrito,1985," 23,050 "
Contra Costa,Hercules,1985," 8,500 "
Contra Costa,Lafayette,1985," 22,600 "
Contra Costa,Martinez,1985," 27,550 "
Contra Costa,Moraga,1985," 14,750 "
Contra Costa,Oakley,1985, -   
Contra Costa,Orinda,1985, -   
Contra Costa,Pinole,1985," 14,800 "
Contra Costa,Pittsburg,1985," 39,800 "
Contra Costa,Pleasant Hill,1985," 27,800 "
Contra Costa,Richmond,1985," 78,300 "
Contra Costa,San Pablo,1985," 22,850 "
Contra Costa,San Ramon,1985," 24,750 "
Contra Costa,Unincorporated Contra Costa,1985," 153,500 "
Contra Costa,Walnut Creek,1985," 56,200 "
Del Norte,Crescent City,1985," 3,770 "
Del Norte,Unincorporated Del Norte,1985," 15,200 "
El Dorado,Placerville,1985," 7,100 "
El Dorado,South Lake Taho,1985," 20,550 "
El Dorado,Unincorporated El Dorado,1985," 69,500 "
Fresno,Clovis,1985," 39,700 "
Fresno,Coalinga,1985," 7,200 "
Fresno,Firebaugh,1985," 3,980 "
Fresno,Fowler,1985," 2,850 "
Fresno,Fresno,1985," 286,400 "
Fresno,Huron,1985," 4,010 "
Fresno,Kerman,1985," 4,340 "
Fresno,Kingsburg,1985," 5,775 "
Fresno,Mendota,1985," 6,700 "
Fresno,Orange Cove,1985," 5,050 "
Fresno,Parlier,1985," 5,825 "
Fresno,Reedley,1985," 13,400 "
Fresno,San Joaquin,1985," 2,140 "
Fresno,Sanger,1985," 14,050 "
Fresno,Selma,1985," 12,800 "
Fresno,Unincorporated Fresno,1985," 163,200 "
Glenn,Orland,1985," 4,580 "
Glenn,Unincorporated Glenn,1985," 12,900 "
Glenn,Willows,1985," 5,250 "
Humboldt,Arcata,1985," 13,750 "
Humboldt,Blue Lake,1985," 1,200 "
Humboldt,Eureka,1985," 25,200 "
Humboldt,Ferndale,1985," 1,400 "
Humboldt,Fortuna,1985," 7,850 "
Humboldt,Rio Dell,1985," 2,740 "
Humboldt,Trinidad,1985, 390 
Humboldt,Unincorporated Humboldt,1985," 57,900 "
Imperial,Brawley,1985," 16,800 "
Imperial,Calexico,1985," 15,950 "
Imperial,Calipatria,1985," 2,490 "
Imperial,El Centro,1985," 26,650 "
Imperial,Holtville,1985," 4,470 "
Imperial,Imperial,1985," 3,450 "
Imperial,Unincorporated Imperial,1985," 26,550 "
Imperial,Westmorland,1985," 1,480 "
Inyo,Bishop,1985," 3,280 "
Inyo,Unincorporated Inyo,1985," 14,850 "
Kern,Arvin,1985," 8,000 "
Kern,Bakersfield,1985," 140,200 "
Kern,California City,1985," 3,020 "
Kern,Delano,1985," 19,200 "
Kern,Maricopa,1985," 1,200 "
Kern,Mc Farland,1985," 6,350 "
Kern,Ridgecrest,1985," 21,700 "
Kern,Shafter,1985," 7,700 "
Kern,Taft,1985," 5,825 "
Kern,Tehachapi,1985," 4,270 "
Kern,Unincorporated Kern,1985," 237,700 "
Kern,Wasco,1985," 11,400 "
Kings,Avenal,1985," 4,380 "
Kings,Corcoran,1985," 6,925 "
Kings,Hanford,1985," 24,400 "
Kings,Lemoore,1985," 11,650 "
Kings,Unincorporated Kings,1985," 35,800 "
Lake,Clearlake,1985," 10,450 "
Lake,Lakeport,1985," 3,900 "
Lake,Unincorporated Lake,1985," 30,350 "
Lassen,Susanville,1985," 6,875 "
Lassen,Unincorporated Lassen,1985," 17,250 "
Los Angeles,Agoura Hills,1985," 16,450 "
Los Angeles,Alhambra,1985," 73,500 "
Los Angeles,Arcadia,1985," 47,400 "
Los Angeles,Artesia,1985," 14,950 "
Los Angeles,Avalon,1985," 2,580 "
Los Angeles,Azusa,1985," 36,000 "
Los Angeles,Baldwin Park,1985," 60,900 "
Los Angeles,Bell,1985," 30,200 "
Los Angeles,Bell Gardens,1985," 39,750 "
Los Angeles,Bellflower,1985," 57,700 "
Los Angeles,Beverly Hills,1985," 32,700 "
Los Angeles,Bradbury,1985, 840 
Los Angeles,Burbank,1985," 87,900 "
Los Angeles,Calabasas,1985, -   
Los Angeles,Carson,1985," 84,800 "
Los Angeles,Cerritos,1985," 54,100 "
Los Angeles,Claremont,1985," 32,700 "
Los Angeles,Commerce,1985," 11,800 "
Los Angeles,Compton,1985," 87,400 "
Los Angeles,Covina,1985," 40,150 "
Los Angeles,Cudahy,1985," 20,750 "
Los Angeles,Culver City,1985," 38,700 "
Los Angeles,Diamond Bar,1985, -   
Los Angeles,Downey,1985," 86,900 "
Los Angeles,Duarte,1985," 19,500 "
Los Angeles,El Monte,1985," 96,200 "
Los Angeles,El Segundo,1985," 14,450 "
Los Angeles,Gardena,1985," 48,150 "
Los Angeles,Glendale,1985," 153,100 "
Los Angeles,Glendora,1985," 40,800 "
Los Angeles,Hawaiian Gardens,1985," 12,100 "
Los Angeles,Hawthorne,1985," 61,200 "
Los Angeles,Hermosa Beach,1985," 18,150 "
Los Angeles,Hidden Hills,1985," 1,750 "
Los Angeles,Huntington Park,1985," 52,300 "
Los Angeles,Industry,1985, 570 
Los Angeles,Inglewood,1985," 103,500 "
Los Angeles,Irwindale,1985, 960 
Los Angeles,La Canada Flintridge,1985," 19,800 "
Los Angeles,La Habra Heights,1985," 5,500 "
Los Angeles,La Mirada,1985," 40,450 "
Los Angeles,La Puente,1985," 34,100 "
Los Angeles,La Verne,1985," 26,400 "
Los Angeles,Lakewood,1985," 75,100 "
Los Angeles,Lancaster,1985," 59,800 "
Los Angeles,Lawndale,1985," 25,450 "
Los Angeles,Lomita,1985," 19,450 "
Los Angeles,Long Beach,1985," 391,400 "
Los Angeles,Los Angeles,1985," 3,216,900 "
Los Angeles,Lynwood,1985," 56,000 "
Los Angeles,Malibu,1985, -   
Los Angeles,Manhattan Beach,1985," 32,950 "
Los Angeles,Maywood,1985," 25,350 "
Los Angeles,Monrovia,1985," 32,950 "
Los Angeles,Montebello,1985," 57,000 "
Los Angeles,Monterey Park,1985," 60,200 "
Los Angeles,Norwalk,1985," 88,700 "
Los Angeles,Palmdale,1985," 23,150 "
Los Angeles,Palos Verdes Estates,1985," 14,050 "
Los Angeles,Paramount,1985," 41,150 "
Los Angeles,Pasadena,1985," 127,400 "
Los Angeles,Pico Rivera,1985," 56,700 "
Los Angeles,Pomona,1985," 113,900 "
Los Angeles,Rancho Palos Verdes,1985," 43,000 "
Los Angeles,Redondo Beach,1985," 60,600 "
Los Angeles,Rolling Hills,1985," 2,000 "
Los Angeles,Rolling Hills Estates,1985," 7,825 "
Los Angeles,Rosemead,1985," 47,650 "
Los Angeles,San Dimas,1985," 27,450 "
Los Angeles,San Fernando,1985," 20,300 "
Los Angeles,San Gabriel,1985," 32,850 "
Los Angeles,San Marino,1985," 13,450 "
Los Angeles,Santa Clarita,1985, -   
Los Angeles,Santa Fe Springs,1985," 14,700 "
Los Angeles,Santa Monica,1985," 89,700 "
Los Angeles,Sierra Madre,1985," 10,750 "
Los Angeles,Signal Hill,1985," 7,800 "
Los Angeles,South El Monte,1985," 19,350 "
Los Angeles,South Gate,1985," 78,900 "
Los Angeles,South Pasadena,1985," 23,500 "
Los Angeles,Temple City,1985," 30,850 "
Los Angeles,Torrance,1985," 133,400 "
Los Angeles,Unincorporated Los Angeles,1985," 1,007,800 "
Los Angeles,Vernon,1985, 110 
Los Angeles,Walnut,1985," 17,950 "
Los Angeles,West Covina,1985," 91,200 "
Los Angeles,West Hollywood,1985," 36,750 "
Los Angeles,Westlake Village,1985," 6,200 "
Los Angeles,Whittier,1985," 72,400 "
Madera,Chowchilla,1985," 5,725 "
Madera,Madera,1985," 25,950 "
Madera,Unincorporated Madera,1985," 42,150 "
Marin,Belvedere,1985," 2,230 "
Marin,Corte Madera,1985," 8,200 "
Marin,Fairfax,1985," 7,350 "
Marin,Larkspur,1985," 11,150 "
Marin,Mill Valley,1985," 12,700 "
Marin,Novato,1985," 43,900 "
Marin,Ross,1985," 2,440 "
Marin,San Anselmo,1985," 11,800 "
Marin,San Rafael,1985," 44,900 "
Marin,Sausalito,1985," 7,325 "
Marin,Tiburon,1985," 7,450 "
Marin,Unincorporated Marin,1985," 61,100 "
Mariposa,Unincorporated Mariposa,1985," 12,300 "
Mendocino,Fort Bragg,1985," 5,600 "
Mendocino,Point Arena,1985, 460 
Mendocino,Ukiah,1985," 13,200 "
Mendocino,Unincorporated Mendocino,1985," 48,850 "
Mendocino,Willits,1985," 4,560 "
Merced,Atwater,1985," 19,500 "
Merced,Dos Palos,1985," 3,690 "
Merced,Gustine,1985," 3,440 "
Merced,Livingston,1985," 6,075 "
Merced,Los Banos,1985," 11,900 "
Merced,Merced,1985," 44,750 "
Merced,Unincorporated Merced,1985," 65,300 "
Modoc,Alturas,1985," 3,250 "
Modoc,Unincorporated Modoc,1985," 6,225 "
Mono,Mammoth Lakes,1985," 4,420 "
Mono,Unincorporated Mono,1985," 4,380 "
Monterey,Carmel-by-the-Sea,1985," 4,500 "
Monterey,Del Rey Oaks,1985," 1,480 "
Monterey,Gonzales,1985," 3,590 "
Monterey,Greenfield,1985," 5,225 "
Monterey,King City,1985," 6,650 "
Monterey,Marina,1985," 24,800 "
Monterey,Monterey,1985," 29,600 "
Monterey,Pacific Grove,1985," 16,000 "
Monterey,Salinas,1985," 94,600 "
Monterey,Sand City,1985, 190 
Monterey,Seaside,1985," 37,250 "
Monterey,Soledad,1985," 6,350 "
Monterey,Unincorporated Monterey,1985," 93,800 "
Napa,American Canyon     ,1985, -   
Napa,Calistoga,1985," 4,090 "
Napa,Napa,1985," 55,500 "
Napa,St. Helena,1985," 5,000 "
Napa,Unincorporated Napa,1985," 34,750 "
Napa,Yountville,1985," 3,130 "
Nevada,Grass Valley,1985," 7,750 "
Nevada,Nevada City,1985," 2,660 "
Nevada,Truckee             ,1985, -   
Nevada,Unincorporated Nevada,1985," 53,100 "
Orange,Aliso Viejo,1985, -   
Orange,Anaheim,1985," 244,400 "
Orange,Brea,1985," 31,900 "
Orange,Buena Park,1985," 66,200 "
Orange,Costa Mesa,1985," 87,200 "
Orange,Cypress,1985," 41,500 "
Orange,Dana Point,1985, -   
Orange,Fountain Valley,1985," 54,100 "
Orange,Fullerton,1985," 109,400 "
Orange,Garden Grove,1985," 134,800 "
Orange,Huntington Beach,1985," 176,200 "
Orange,Irvine,1985," 84,400 "
Orange,La Habra,1985," 48,500 "
Orange,La Palma,1985," 15,700 "
Orange,Laguna Beach,1985," 17,900 "
Orange,Laguna Hills,1985, -   
Orange,Laguna Niguel,1985, -   
Orange,Laguna Woods,1985, -   
Orange,Lake Forest,1985, -   
Orange,Lake Forest         ,1985, -   
Orange,Los Alamitos,1985," 11,400 "
Orange,Mission Viejo,1985, -   
Orange,Newport Beach,1985," 64,900 "
Orange,Orange,1985," 100,600 "
Orange,Placentia,1985," 37,300 "
Orange,Rancho Santa Margarita,1985, -   
Orange,San Clemente,1985," 30,600 "
Orange,San Juan Capistrano ,1985," 22,250 "
Orange,Santa Ana,1985," 250,600 "
Orange,Seal Beach,1985," 26,000 "
Orange,Stanton,1985," 28,800 "
Orange,Tustin,1985," 41,750 "
Orange,Unincorporated Orange,1985," 299,600 "
Orange,Villa Park,1985," 6,725 "
Orange,Westminister,1985," 74,900 "
Orange,Yorba Linda,1985," 36,100 "
Placer,Auburn,1985," 8,725 "
Placer,Colfax,1985," 1,140 "
Placer,Lincoln,1985," 5,400 "
Placer,Loomis,1985," 4,650 "
Placer,Rocklin,1985," 10,050 "
Placer,Roseville,1985," 28,000 "
Placer,Unincorporated Placer,1985," 78,600 "
Plumas,Portola,1985," 2,040 "
Plumas,Unincorporated Plumas,1985," 16,350 "
Riverside,Banning,1985," 16,050 "
Riverside,Beaumont,1985," 7,525 "
Riverside,Blythe,1985," 7,675 "
Riverside,Calimesa,1985, -   
Riverside,Canyon Lake,1985, -   
Riverside,Cathedral City,1985," 15,000 "
Riverside,Coachella,1985," 13,550 "
Riverside,Corona,1985," 45,750 "
Riverside,Desert Hot Springs,1985," 8,050 "
Riverside,Eastvale,1985, -   
Riverside,Hemet,1985," 28,400 "
Riverside,Indian Wells,1985," 1,960 "
Riverside,Indio,1985," 28,400 "
Riverside,Jurupa Valley,1985, -   
Riverside,La Quinta,1985," 6,875 "
Riverside,Lake Elsinore,1985," 10,450 "
Riverside,Menifee,1985, -   
Riverside,Moreno Valley,1985," 58,300 "
Riverside,Murietta,1985, -   
Riverside,Norco,1985," 21,350 "
Riverside,Palm Desert,1985," 16,650 "
Riverside,Palm Springs,1985," 32,000 "
Riverside,Perris,1985," 10,150 "
Riverside,Rancho Mirage,1985," 7,775 "
Riverside,Riverside,1985," 188,900 "
Riverside,San Jacinto,1985," 10,150 "
Riverside,Temecula,1985, -   
Riverside,Unincorporated Riverside,1985," 280,200 "
Riverside,Wildomar,1985, -   
Sacramento,Citrus Heights,1985, -   
Sacramento,Elk Grove,1985, -   
Sacramento,Folsom,1985," 15,600 "
Sacramento,Galt,1985," 6,575 "
Sacramento,Isleton,1985, 880 
Sacramento,Rancho Cordova,1985, -   
Sacramento,Sacramento,1985," 319,700 "
Sacramento,Unincorporated Sacramento,1985," 537,800 "
San Benito,Hollister,1985," 14,950 "
San Benito,San Juan Bautista,1985," 1,360 "
San Benito,Unincorporated San Benito,1985," 12,950 "
San Bernardino,Adelanto,1985," 4,830 "
San Bernardino,Apple Valley,1985, -   
San Bernardino,Barstow,1985," 19,050 "
San Bernardino,Big Bear Lake,1985," 5,425 "
San Bernardino,Chino,1985," 48,000 "
San Bernardino,Chino Hills,1985, -   
San Bernardino,Colton,1985," 24,750 "
San Bernardino,Fontana,1985," 48,250 "
San Bernardino,Grand Terrace,1985," 9,650 "
San Bernardino,Hesperia,1985, -   
San Bernardino,Highland,1985, -   
San Bernardino,Loma Linda,1985," 11,950 "
San Bernardino,Montclair,1985," 25,350 "
San Bernardino,Needles,1985," 4,400 "
San Bernardino,Ontario,1985," 109,100 "
San Bernardino,Rancho Cucamonga,1985," 58,500 "
San Bernardino,Redlands,1985," 48,750 "
San Bernardino,Rialto,1985," 47,300 "
San Bernardino,San Bernardino,1985," 136,600 "
San Bernardino,Twentynine Palms,1985, -   
San Bernardino,Unincorporated San Bernardino,1985," 369,600 "
San Bernardino,Upland,1985," 53,500 "
San Bernardino,Victorville,1985," 19,500 "
San Bernardino,Yucaipa,1985, -   
San Bernardino,Yucca Valley,1985, -   
San Diego,Carlsbad,1985," 43,300 "
San Diego,Chula Vista,1985," 91,400 "
San Diego,Coronado,1985," 20,550 "
San Diego,Del Mar,1985," 4,960 "
San Diego,El Cajon,1985," 81,700 "
San Diego,Encinitas,1985, -   
San Diego,Escondido,1985," 76,100 "
San Diego,Imperial Beach,1985," 24,150 "
San Diego,La Mesa,1985," 52,600 "
San Diego,Lemon Grove,1985," 22,200 "
San Diego,National City,1985," 50,500 "
San Diego,Oceanside,1985," 92,800 "
San Diego,Poway,1985," 36,050 "
San Diego,San Diego,1985," 970,100 "
San Diego,San Marcos,1985," 20,650 "
San Diego,Santee,1985," 47,850 "
San Diego,Solana Beach,1985, -   
San Diego,Unincorporated San Diego,1985," 400,200 "
San Diego,Vista,1985," 45,250 "
San Francisco,San Francisco,1985," 720,400 "
San Joaquin,Escalon,1985," 3,490 "
San Joaquin,Lathrop,1985, -   
San Joaquin,Lodi,1985," 41,200 "
San Joaquin,Manteca,1985," 31,700 "
San Joaquin,Ripon,1985," 4,800 "
San Joaquin,Stockton,1985," 182,600 "
San Joaquin,Tracy,1985," 23,150 "
San Joaquin,Unincorporated San Joaquin,1985," 121,600 "
San Luis Obispo,Arroyo Grande,1985," 12,850 "
San Luis Obispo,Atascadero,1985," 18,900 "
San Luis Obispo,El Paso De Robles,1985," 13,100 "
San Luis Obispo,Grover City,1985," 9,975 "
San Luis Obispo,Morro Bay,1985," 9,400 "
San Luis Obispo,Pismo Beach,1985," 5,750 "
San Luis Obispo,San Luis Obispo,1985," 37,100 "
San Luis Obispo,Unincorporated San Luis Obispo,1985," 72,800 "
San Mateo,Atherton,1985," 7,525 "
San Mateo,Belmont,1985," 24,400 "
San Mateo,Brisbane,1985," 2,990 "
San Mateo,Burlingame,1985," 26,750 "
San Mateo,Colma,1985, 900 
San Mateo,Daly City,1985," 84,500 "
San Mateo,East Palo Alto,1985," 21,000 "
San Mateo,Foster City,1985," 23,700 "
San Mateo,Half Moon Bay,1985," 7,500 "
San Mateo,Hillsborough,1985," 10,700 "
San Mateo,Menlo Park,1985," 27,700 "
San Mateo,Millbrae,1985," 20,150 "
San Mateo,Pacifica,1985," 36,700 "
San Mateo,Portola Valley,1985," 4,020 "
San Mateo,Redwood City,1985," 59,000 "
San Mateo,San Bruno,1985," 36,200 "
San Mateo,San Carlos,1985," 25,450 "
San Mateo,San Mateo,1985," 82,600 "
San Mateo,South San Francisco,1985," 52,800 "
